"Word","Changed","score_test"
"genealogists","aeeggilnosst",196
"hemorrhage","aeeghhmorr",196
"hearkening","aeeghiknnr",196
"overhearing","aeeghinorrv",196
"overheating","aeeghinortv",196
"Allegheny","aeeghllny",196
"geothermal","aeeghlmort",196
"telegraphs","aeeghlprst",196
"slaughterer","aeeghlrrstu",196
"megaphones","aeeghmnops",196
"megahertz","aeeghmrtz",196
"esophaguses","aeeghopsssu",196
"legitimates","aeegiilmstt",196
"legionnaires","aeegiilnnors",196
"investigates","aeegiinssttv",196
"enamelling","aeegillmnn",196
"legislature","aeegillrstu",196
"legalizes","aeegillsz",196
"empaneling","aeegilmnnp",196
"meaningless","aeegilmnnss",196
"malingerers","aeegilmnrrs",196
"evangelism","aeegilmnsv",196
"Spenglerian","aeegilnnprs",196
"everlasting","aeegilnrstv",196
"wineglasses","aeegilnsssw",196
"evangelists","aeegilnsstv",196
"negatively","aeegilntvy",196
"regularize","aeegilrruz",196
"segmentation","aeegimnnostt",196
"remunerating","aeegimnnrrtu",196
"maneuvering","aeegimnnruv",196
"impregnates","aeegimnprst",196
"magnetizes","aeegimnstz",196
"guesstimates","aeegimsssttu",196
"exonerating","aeeginnortx",196
"extenuating","aeeginnttux",196
"reorganizes","aeeginorrsz",196
"prerogative","aeegioprrtv",196
"travelogues","aeeglorstuv",196
"oxygenates","aeegnostxy",196
"expurgates","aeegprstux",196
"heathenish","aeehhhinst",196
"healthiest","aeehhilstt",196
"hyphenate","aeehhnpty",196
"Hephaestus","aeehhpsstu",196
"Epiphanies","aeehiinpps",196
"Jeremiahs","aeehijmrs",196
"meanwhile","aeehilmnw",196
"Wiesenthal","aeehilnstw",196
"shapeliest","aeehilpsst",196
"stealthiest","aeehilssttt",196
"wealthiest","aeehilsttw",196
"parenthesis","aeehinprsst",196
"anesthetists","aeehinsssttt",196
"seaworthier","aeehiorrstw",196
"shoemaker","aeehkmors",196
"heatstroke","aeehkorstt",196
"steakhouse","aeehkosstu",196
"Halloween","aeehllnow",196
"wholesale","aeehllosw",196
"helpmates","aeehlmpst",196
"telepathy","aeehlptty",196
"Promethean","aeehmnoprt",196
"semaphores","aeehmoprss",196
"atmosphere","aeehmoprst",196
"northeastern","aeehnnorrstt",196
"northeasters","aeehnorrsstt",196
"southeastern","aeehnorssttu",196
"whatsoever","aeehorstvw",196
"illiterates","aeeiillrstt",196
"mentalities","aeeiilmnstt",196
"semitrailer","aeeiilmrrst",196
"penitential","aeeiilnnptt",196
"inessentials","aeeiilnnssst",196
"serializes","aeeiilrssz",196
"intermarries","aeeiimnrrrst",196
"imperative","aeeiimprtv",196
"inoperative","aeeiinoprtv",196
"jealousies","aeeijlossu",196
"jessamines","aeeijmnsss",196
"noisemaker","aeeikmnors",196
"squeakiest","aeeikqsst",196
"Marseilles","aeeillmrss",196
"Versailles","aeeillrssv",196
"sentimental","aeeilmnnstt",196
"streamlines","aeeilmnrsst",196
"aimlessness","aeeilmnssss",196
"nonessential","aeeilnnnosst",196
"interpolate","aeeilnoprtt",196
"Revelations","aeeilnorstv",196
"revelations","aeeilnorstv",196
"pineapple","aeeilnppp",196
"penalizes","aeeilnpsz",196
"equivalent","aeeilnqtv",196
"neutralize","aeeilnrtuz",196
"sleaziness","aeeilnsssz",196
"quarterlies","aeeilqrrst",196
"equalizer","aeeilqrz",196
"equalizes","aeeilqsz",196
"terrestrials","aeeilrrrsstt",196
"silverware","aeeilrrsvw",196
"evasively","aeeilsvvy",196
"remuneration","aeeimnnorrtu",196
"enumerations","aeeimnnorstu",196
"mountaineers","aeeimnnorstu",196
"impersonate","aeeimnoprst",196
"massiveness","aeeimnssssv",196
"temporaries","aeeimoprrst",196
"exoneration","aeeinnoortx",196
"penetrations","aeeinnoprstt",196
"presentation","aeeinnoprstt",196
"extenuation","aeeinnottux",196
"reservations","aeeinorrsstv",196
"expansive","aeeinpsvx",196
"transvestite","aeeinrsstttv",196
"restoratives","aeeiorrssttv",196
"appetizer","aeeipprtz",196
"pauperize","aeeippruz",196
"vituperates","aeeiprsttuv",196
"extirpates","aeeiprsttx",196
"pasteurize","aeeiprstuz",196
"Jerusalem","aeejlmrsu",196
"journalese","aeejlnorsu",196
"majorettes","aeejmorstt",196
"Mameluke","aeeklmmu",196
"Maryellen","aeellmnry",196
"repellants","aeellnprst",196
"travellers","aeellrrstv",196
"severally","aeellrsvy",196
"watermelon","aeelmnortw",196
"saleswomen","aeelmnossw",196
"palmettoes","aeelmopstt",196
"awesomely","aeelmoswy",196
"exemplar","aeelmprx",196
"examples","aeelmpsx",196
"salesperson","aeelnoprsss",196
"weaponless","aeelnopssw",196
"perpetuals","aeelpprstu",196
"straplesses","aeelprsssst",196
"menservants","aeemnnrsstv",196
"remonstrates","aeemnorrsstt",196
"outmaneuver","aeemnortuuv",196
"repayments","aeemnprsty",196
"stepparents","aeenpprsstt",196
"newspapers","aeenpprssw",196
"perpetrator","aeeopprrrtt",196
"waterpower","aeeoprrtww",196
"Tupperware","aeepprrtuw",196
"extraverts","aeerrsttvx",196
"afforesting","aeffginorst",196
"safflower","aefflorsw",196
"fragmenting","aefggimnnrt",196
"fingernails","aefgiilnnrs",196
"lifesaving","aefgiilnsv",196
"manifesting","aefgiimnnst",196
"flanneling","aefgillnnn",196
"meaningful","aefgilmnnu",196
"flamingoes","aefgilmnos",196
"profligate","aefgiloprt",196
"forewarning","aefginnorrw",196
"transferring","aefginnrrrst",196
"perforating","aefginoprrt",196
"forswearing","aefginorrsw",196
"transfigures","aefginrrsstu",196
"grapefruits","aefgiprrstu",196
"Garfunkel","aefgklnru",196
"flagpoles","aefgllops",196
"afterglows","aefglorstw",196
"sailfishes","aefhiilsss",196
"weakfish","aefhiksw",196
"halftimes","aefhilmst",196
"flashiness","aefhilnsss",196
"newsflash","aefhlnssw",196
"Zamenhof","aefhmnoz",196
"farmhouses","aefhmorssu",196
"infirmaries","aefiiimnrrs",196
"semifinals","aefiilmnss",196
"amplifier","aefiilmpr",196
"amplifies","aefiilmps",196
"infiltrates","aefiilnrstt",196
"finalizes","aefiilnsz",196
"qualifiers","aefiilqrs",196
"infestations","aefiinnosstt",196
"profanities","aefiinoprst",196
"quantifiers","aefiinqrst",196
"fixatives","aefiistvx",196
"flakiness","aefiklnss",196
"firewalls","aefillrsw",196
"fulminates","aefilmnstu",196
"influenza","aefilnnuz",196
"firmaments","aefimmnrst",196
"fomentation","aefimnnoott",196
"reformation","aefimnoorrt",196
"perforation","aefinooprrt",196
"pianofortes","aefinooprst",196
"transfixes","aefinrsstx",196
"forestalls","aefllorsst",196
"platefuls","aefllpstu",196
"tearfully","aefllrtuy",196
"awfullest","aefllstuw",196
"formulates","aeflmorstu",196
"profanely","aeflnopry",196
"Fauntleroy","aeflnortuy",196
"waterfowl","aeflortww",196
"flypaper","aeflppry",196
"frazzle","aeflrzz",196
"transformer","aefmnorrrst",196
"permafrost","aefmoprrst",196
"unfortunates","aefnnorsttuu",196
"waterfronts","aefnorrsttw",196
"waterproof","aefooprrtw",196
"regurgitating","aegggiinrrttu",196
"Nightingale","aegghiilnnt",196
"nightingale","aegghiilnnt",196
"overhanging","aegghinnorv",196
"legislating","aeggiillnst",196
"malingering","aeggiilmnnr",196
"pilgrimage","aeggiilmpr",196
"interrogating","aeggiinnorrtt",196
"regurgitation","aeggiinorrttu",196
"gravelling","aeggillnrv",196
"transgressing","aegginnrrssst",196
"juggernauts","aeggjnrstuu",196
"unsheathing","aeghhinnstu",196
"haughtiness","aeghhinsstu",196
"unhesitating","aeghiinnsttu",196
"hankerings","aeghiknnrs",196
"Englishman","aeghilmnns",196
"anthologies","aeghilnoost",196
"theologians","aeghilnoost",196
"ghastliness","aeghilnssst",196
"hammerings","aeghimmnrs",196
"Hemingway","aeghimnwy",196
"happenings","aeghinnpps",196
"warehousing","aeghinorsuw",196
"heartstrings","aeghinrrsstt",196
"straightness","aeghinrssstt",196
"exhausting","aeghinstux",196
"hourglasses","aeghlorsssu",196
"gramophone","aeghmnoopr",196
"eliminating","aegiiilmnnt",196
"inseminating","aegiiimnnnst",196
"asterisking","aegiiknrsst",196
"legislation","aegiillnost",196
"satelliting","aegiillnstt",196
"impaneling","aegiilmnnp",196
"regionalism","aegiilmnors",196
"ungainliness","aegiilnnnssu",196
"ventilating","aegiilnnttv",196
"prevailing","aegiilnprv",196
"signalizes","aegiilnssz",196
"vulgarities","aegiilrstuv",196
"Merovingian","aegiimnnorv",196
"stigmatize","aegiimsttz",196
"intransigents","aegiinnnrsstt",196
"interrogation","aegiinnoorrtt",196
"registrations","aegiinorrsstt",196
"investigator","aegiinorsttv",196
"stripteasing","aegiinprsstt",196
"Jagiellon","aegijllno",196
"weaklings","aegiklnsw",196
"overtaking","aegiknortv",196
"panellings","aegillnnps",196
"regionally","aegillnory",196
"travelling","aegillnrtv",196
"legislators","aegillorsst",196
"trammeling","aegilmmnrt",196
"mineralogy","aegilmnory",196
"glamorize","aegilmorz",196
"overlaying","aegilnorvy",196
"splattering","aegilnprstt",196
"apologize","aegiloopz",196
"papergirls","aegilpprrs",196
"vulgarize","aegilruvz",196
"menstruating","aegimnnrsttu",196
"angiosperms","aegimnoprss",196
"transgression","aeginnorrssst",196
"interrogators","aeginoorrrstt",196
"overpaying","aeginoprvy",196
"overstaying","aeginorstvy",196
"overtaxing","aeginortvx",196
"travestying","aeginrsttvy",196
"angleworms","aeglmnorsw",196
"promulgate","aeglmoprtu",196
"Gonzalez","aeglnozz",196
"spyglasses","aeglpssssy",196
"programmer","aegmmoprrr",196
"transgressors","aegnorrrsssst",196
"rotogravures","aegoorrrstuv",196
"Hampshire","aehhimprs",196
"shipshape","aehhippss",196
"yeshivahs","aehhissvy",196
"whitewash","aehhistww",196
"unhealthy","aehhlntuy",196
"phosphate","aehhoppst",196
"humiliates","aehiilmstu",196
"parishioner","aehiinoprrs",196
"airworthier","aehiiorrrtw",196
"rakishness","aehiknrsss",196
"Nashville","aehillnsv",196
"harlequins","aehilnqrs",196
"lavishness","aehilnsssv",196
"hesitantly","aehilnstty",196
"splashiest","aehilpssst",196
"hairstyles","aehilrssty",196
"rheumatism","aehimmrstu",196
"mannishness","aehimnnnsss",196
"harmonize","aehimnorz",196
"ravishment","aehimnrstv",196
"humanizer","aehimnruz",196
"enthusiasms","aehimnssstu",196
"humanizes","aehimnsuz",196
"steamships","aehimpssst",196
"exhaustion","aehinostux",196
"unhappiest","aehinppstu",196
"vanquishes","aehinqssv",196
"authorizes","aehiorstuz",196
"sweatshirts","aehirsssttw",196
"thankless","aehklnsst",196
"preshrank","aehknprrs",196
"earthwork","aehkorrtw",196
"lethally","aehlllty",196
"shallower","aehllorsw",196
"phalluses","aehllpssu",196
"pamphlet","aehlmppt",196
"pentathlon","aehlnnoptt",196
"houseplant","aehlnopstu",196
"hazelnuts","aehlnstuz",196
"plowshare","aehloprsw",196
"horseplay","aehloprsy",196
"playhouse","aehlopsuy",196
"horsewoman","aehmnoorsw",196
"superhuman","aehmnprsuu",196
"earthworms","aehmorrstw",196
"thermostats","aehmorssttt",196
"saxophone","aehnoopsx",196
"apostrophe","aehoopprst",196
"toothpastes","aehoopssttt",196
"osteopathy","aehoopstty",196
"soothsayers","aehoorsssty",196
"sweatshops","aehopssstw",196
"shortwaves","aehorsstvw",196
"initialize","aeiiiilntz",196
"villainies","aeiiillnsv",196
"militiamen","aeiiilmmnt",196
"elimination","aeiiilmnnot",196
"ministerial","aeiiilmnrst",196
"insemination","aeiiimnnnost",196
"missionaries","aeiiimnorsss",196
"intransitive","aeiiinnrsttv",196
"majorities","aeiijmorst",196
"illuminate","aeiillmntu",196
"pistillate","aeiillpstt",196
"testimonial","aeiilmnostt",196
"intimately","aeiilmntty",196
"ventilation","aeiilnnottv",196
"inequality","aeiilnqty",196
"territorials","aeiilorrrstt",196
"revivalist","aeiilrstvv",196
"relativity","aeiilrttvy",196
"vitalizes","aeiilstvz",196
"visualize","aeiilsuvz",196
"impairment","aeiimmnprt",196
"terminations","aeiimnnorstt",196
"nominatives","aeiimnnostv",196
"patrimonies","aeiimnoprst",196
"equanimity","aeiimnqty",196
"impresarios","aeiimoprrss",196
"triumvirate","aeiimrrttuv",196
"expiration","aeiinoprtx",196
"propitiates","aeiiopprstt",196
"appositive","aeiioppstv",196
"privatize","aeiiprtvz",196
"pizzeria","aeiiprzz",196
"jazzier","aeijrzz",196
"Valkyrie","aeiklrvy",196
"spinnakers","aeiknnprss",196
"literally","aeilllrty",196
"aimlessly","aeillmssy",196
"uninstaller","aeillnnrstu",196
"internally","aeillnnrty",196
"pollinates","aeillnopst",196
"Valvoline","aeillnovv",196
"illustrates","aeillrssttu",196
"stairwells","aeillrsstw",196
"sleazily","aeillsyz",196
"unemotional","aeilmnnootu",196
"instalments","aeilmnnsstt",196
"molestation","aeilmnoostt",196
"impersonal","aeilmnoprs",196
"trampoline","aeilmnoprt",196
"monetarily","aeilmnorty",196
"normalize","aeilmnorz",196
"womanliest","aeilmnostw",196
"moralizes","aeilmorsz",196
"massively","aeilmssvy",196
"Polynesian","aeilnnopsy",196
"passionless","aeilnopssss",196
"ventilators","aeilnorsttv",196
"voluntaries","aeilnorstuv",196
"exultation","aeilnottux",196
"tranquilest","aeilnqrstt",196
"epistolary","aeiloprsty",196
"polarizes","aeiloprsz",196
"privately","aeilprtvy",196
"passively","aeilpssvy",196
"Austerlitz","aeilrsttuz",196
"luxuriates","aeilrstuux",196
"sexuality","aeilstuxy",196
"pantomimes","aeimmnopst",196
"summarize","aeimmrsuz",196
"menstruation","aeimnnorsttu",196
"taxonomies","aeimnoostx",196
"importunate","aeimnoprttu",196
"permutation","aeimnoprttu",196
"temptations","aeimnopsttt",196
"womanizer","aeimnorwz",196
"womanizes","aeimnoswz",196
"transmitters","aeimnrrssttt",196
"expansions","aeinnopssx",196
"spontaneity","aeinnopstty",196
"tyrannizes","aeinnrstyz",196
"reapportion","aeinoopprrt",196
"protestation","aeinooprsttt",196
"patronizes","aeinoprstz",196
"snazziest","aeinsstzz",196
"respiratory","aeioprrrsty",196
"vaporizer","aeioprrvz",196
"vaporizes","aeioprsvz",196
"Jamestown","aejmnostw",196
"lukewarm","aeklmruw",196
"yarmulke","aeklmruy",196
"sparklers","aeklprrss",196
"spokesman","aekmnopss",196
"pranksters","aeknprrsst",196
"autoworker","aekoorrtuw",196
"loyallest","aelllosty",196
"allotments","aellmnostt",196
"steamrolls","aellmorsst",196
"Maxwell","aellmwx",196
"tolerantly","aellnortty",196
"stonewalls","aellnosstw",196
"unequally","aellnquy",196
"slatternly","aellnrstty",196
"sexually","aellsuxy",196
"monumental","aelmmnnotu",196
"maelstroms","aelmmorsst",196
"mausoleums","aelmmossuu",196
"unmannerly","aelmnnnruy",196
"Palmerston","aelmnoprst",196
"petrolatum","aelmoprttu",196
"somersaults","aelmorssstu",196
"laypersons","aelnoprssy",196
"ravenously","aelnorsuvy",196
"Sevastopol","aeloopsstv",196
"overplays","aeloprsvy",196
"Montezuma","aemmnotuz",196
"asymmetry","aemmrstyy",196
"nonpayment","aemnnnopty",196
"postmasters","aemoprssstt",196
"transporters","aenoprrrsstt",196
"waterspouts","aeoprssttuw",196
"Vazquez","aeqvzz",196
"falloffs","afffllos",196
"suffragists","affgirssstu",196
"faithfuls","affhilstu",196
"plaintiff","affiilnpt",196
"Frankfort","affknorrt",196
"Frankfurt","affknrrtu",196
"footfalls","afflloost",196
"playoffs","afflopsy",196
"magnifying","afggiimnny",196
"nightfall","afghillnt",196
"flagships","afghilpss",196
"stratifying","afgiinrstty",196
"fallowing","afgillnow",196
"gainfully","afgillnuy",196
"flavorings","afgilnorsv",196
"flashily","afhillsy",196
"forsythias","afhiorssty",196
"thankful","afhklntu",196
"shortfall","afhllorst",196
"infiltrator","afiilnorrtt",196
"flirtations","afiilnorstt",196
"flirtatious","afiilorsttu",196
"information","afiimnnoort",196
"favoritism","afiimorstv",196
"flotillas","afilllost",196
"formalism","afilmmors",196
"formality","afilmorty",196
"transfusions","afinnorssstu",196
"frustrations","afinorrssttu",196
"outflanks","afklnostu",196
"manfully","afllmnuy",196
"formally","afllmory",196
"frontally","afllnorty",196
"snowfalls","afllnossw",196
"platforms","aflmoprst",196
"Styrofoams","afmoorssty",196
"languishing","agghiilnnsu",196
"immigrating","aggiiimmnrt",196
"invigorating","aggiiinnortv",196
"lollygags","agglllosy",196
"Gorgonzola","agglnooorz",196
"haughtily","aghhiltuy",196
"holograph","aghhloopr",196
"homograph","aghhmoopr",196
"Kirghistan","aghiiknrst",196
"taillights","aghiillstt",196
"hairsprings","aghiinprrss",196
"Arkwright","aghikrrtw",196
"hallowing","aghillnow",196
"haltingly","aghillnty",196
"algorithms","aghilmorst",196
"logarithms","aghilmorst",196
"hauntingly","aghilnntuy",196
"anthologist","aghilnoostt",196
"plaything","aghilnpty",196
"shampooing","aghimnoops",196
"atrophying","aghinoprty",196
"Spirograph","aghiopprrs",196
"pathology","aghloopty",196
"monographs","aghmnooprs",196
"initialling","agiiiillnnt",196
"titillating","agiiillnttt",196
"originality","agiiilnorty",196
"immigration","agiiimmnort",196
"transitioning","agiiinnnorstt",196
"invigoration","agiiinnoortv",196
"partitioning","agiiinnoprtt",196
"milligram","agiillmmr",196
"originally","agiillnory",196
"gazillion","agiillnoz",196
"spiralling","agiillnprs",196
"immolating","agiilmmnot",196
"implanting","agiilmnnpt",196
"stimulating","agiilmnsttu",196
"stipulating","agiilnpsttu",196
"singularity","agiilnrstuy",196
"manumitting","agiimmnnttu",196
"mainsprings","agiimnnprss",196
"transmitting","agiimnnrsttt",196
"amortizing","agiimnortz",196
"jazzing","agijnzz",196
"kilograms","agiklmors",196
"sparkling","agiklnprs",196
"Kuomintang","agikmnnotu",196
"squawking","agiknqsw",196
"patrolling","agillnoprt",196
"walloping","agillnopw",196
"wallowing","agillnoww",196
"singularly","agillnrsuy",196
"lampooning","agilmnnoop",196
"Pygmalion","agilmnopy",196
"vulgarisms","agilmrssuv",196
"annoyingly","agilnnnoyy",196
"poignantly","agilnnopty",196
"populating","agilnopptu",196
"postulating","agilnopsttu",196
"outplaying","agilnoptuy",196
"gymnasiums","agimmnssuy",196
"transporting","aginnoprrstt",196
"unwrapping","aginnppruw",196
"protagonists","aginooprsstt",196
"suppurating","aginpprstuu",196
"polygonal","agllnoopy",196
"polygamy","aglmopyy",196
"whiplash","ahhilpsw",196
"authorship","ahhioprstu",196
"Johnathon","ahhjnnoot",196
"mouthwash","ahhmostuw",196
"Phillipa","ahiillpp",196
"Smithsonian","ahiimnnosst",196
"inhumanity","ahiimnntuy",196
"Irishwoman","ahiimnorsw",196
"shirtwaists","ahiirsssttw",196
"rakishly","ahiklrsy",196
"lavishly","ahillsvy",196
"mannishly","ahilmnnsy",196
"inhumanly","ahilmnnuy",196
"hailstorms","ahilmorsst",196
"triumphal","ahilmprtu",196
"honorariums","ahimnoorrsu",196
"triumphant","ahimnprttu",196
"Kharkov","ahkkorv",196
"shoptalk","ahklopst",196
"Pankhurst","ahknprstu",196
"Holloway","ahlloowy",196
"polymath","ahlmopty",196
"sympathy","ahmpstyy",196
"shantytown","ahnnosttwy",196
"pawnshops","ahnoppssw",196
"Illuminati","aiiillmntu",196
"titillation","aiiillnottt",196
"minimalist","aiiilmmnst",196
"militarism","aiiilmmrst",196
"limitations","aiiilmnostt",196
"militarists","aiiilmrsstt",196
"similarity","aiiilmrsty",196
"isolationist","aiiilnoosstt",196
"triviality","aiiilrttvy",196
"ministration","aiiimnnorstt",196
"pianissimos","aiiimnopsss",196
"miniaturists","aiiimnrssttu",196
"inspirations","aiiinnoprsst",196
"sukiyaki","aiikksuy",196
"Millikan","aiikllmn",196
"similarly","aiillmrsy",196
"villainous","aiillnosuv",196
"trivially","aiillrtvy",196
"immolation","aiilmmnoot",196
"simulations","aiilmnosstu",196
"mutilations","aiilmnosttu",196
"stimulation","aiilmnosttu",196
"primarily","aiilmprry",196
"stipulation","aiilnopsttu",196
"numismatist","aiimmnssttu",196
"imprimatur","aiimmprrtu",196
"immaturity","aiimmrttuy",196
"transmission","aiimnnorssst",196
"importation","aiimnooprtt",196
"motivations","aiimnoosttv",196
"imputations","aiimnopsttu",196
"Puritanisms","aiimnprsstu",196
"portraitists","aiioprrssttt",196
"viviparous","aiioprsuvv",196
"journalist","aijlnorstu",196
"popinjay","aijnoppy",196
"Mullikan","aikllmnu",196
"kilowatts","aiklosttw",196
"kinswoman","aikmnnosw",196
"paintwork","aiknoprtw",196
"nominally","aillmnnoy",196
"pluralism","aillmprsu",196
"alluviums","aillmsuuv",196
"notionally","aillnnooty",196
"illustrator","aillorrsttu",196
"plurality","aillprtuy",196
"spillway","aillpswy",196
"virtually","aillrtuvy",196
"summarily","ailmmrsuy",196
"ultimatums","ailmmsttuu",196
"Olympians","ailmnopsy",196
"misapply","ailmppsy",196
"palmistry","ailmprsty",196
"population","ailnoopptu",196
"anxiously","ailnosuxy",196
"suppliants","ailnppsstu",196
"maximums","aimmmsux",196
"moratoriums","aimmoorrstu",196
"mountaintop","aimnnoopttu",196
"unimportant","aimnnoprttu",196
"assumptions","aimnopssstu",196
"prostrations","ainooprrsstt",196
"suppuration","ainopprstuu",196
"pizazz","aipzzz",196
"Kalmyk","akklmy",196
"skylark","akklrsy",196
"larkspurs","aklprrssu",196
"postmarks","akmoprsst",196
"waxwork","akorwwx",196
"pollutants","allnopsttu",196
"pulmonary","almnopruy",196
"playrooms","almooprsy",196
"lampposts","almoppsst",196
"tympanums","ammnpstuy",196
"postpartum","amopprsttu",196
"paroxysm","amoprsxy",196
"protozoans","anoooprstz",196
"worrywarts","aorrrstwwy",196
"unsubscribed","bbcdeinrssuu",196
"rubberneck","bbceeknrru",196
"cobblestone","bbceelnoost",196
"cubbyhole","bbcehlouy",196
"unsubscribes","bbceinrsssuu",196
"submersible","bbeeilmrssu",196
"bluebottles","bbeellosttu",196
"boysenberry","bbeenorrsyy",196
"firebombing","bbefgiimnor",196
"rubberizing","bbegiinrruz",196
"shibboleth","bbehhilost",196
"hobbyhorse","bbehhoorsy",196
"snobbishness","bbehinnossss",196
"bombshell","bbehllmos",196
"Bloomsbury","bblmoorsuy",196
"pubescence","bcceeenpsu",196
"cybernetic","bcceeinrty",196
"imbecilic","bcceiiilm",196
"bicycling","bccgiilny",196
"succumbing","bccgimnsuu",196
"bicyclist","bcciilsty",196
"coxcombs","bccmoosx",196
"currycomb","bccmorruy",196
"disobedience","bcddeeeiinos",196
"deductibles","bcddeeilstu",196
"besmirched","bcdeehimrs",196
"bedclothes","bcdeehlost",196
"discernible","bcdeeiilnrs",196
"benedictions","bcdeeiinnost",196
"disencumber","bcdeeimnrsu",196
"incredibly","bcdeiilnry",196
"proboscides","bcdeiooprss",196
"unblocked","bcdeklnou",196
"unbuckled","bcdeklnuu",196
"cummerbund","bcdemmnruu",196
"unobstructed","bcdenorsttuu",196
"goldbrick","bcdgiklor",196
"duckbill","bcdikllu",196
"colorblind","bcdillnoor",196
"cloudbursts","bcdlorsstuu",196
"byproducts","bcdoprstuy",196
"submergence","bceeegmnrsu",196
"cheekbone","bceeehkno",196
"celebrities","bceeeiilrst",196
"ebullience","bceeeillnu",196
"encumbering","bceegimnnru",196
"besmirches","bceehimrss",196
"buckteeth","bceehkttu",196
"plebiscite","bceeiilpst",196
"objective","bceeijotv",196
"Cymbeline","bceeilmny",196
"comestible","bceeilmost",196
"obsolescent","bceelnoosst",196
"cumbersome","bceemmorsu",196
"bewitching","bceghiintw",196
"recombining","bcegiimnnor",196
"prescribing","bcegiinprrs",196
"subjecting","bcegijnstu",196
"biochemist","bcehiimost",196
"blotchiest","bcehilostt",196
"Chernobyl","bcehlnory",196
"clubhouses","bcehlossuu",196
"honeycomb","bcehmnooy",196
"invincible","bceiiilnnv",196
"Botticelli","bceiillott",196
"objections","bceijnoost",196
"subjection","bceijnostu",196
"columbines","bceilmnosu",196
"crumbliest","bceilmrstu",196
"subcontinent","bceinnnosttu",196
"proboscises","bceiooprsss",196
"obstructive","bceiorsttuv",196
"unbuckles","bceklnsuu",196
"tuberculous","bcelorstuuu",196
"subcultures","bcelrsstuuu",196
"scuttlebutt","bcelsttttuu",196
"substructure","bcerrssttuuu",196
"nightclubs","bcghilnstu",196
"contributing","bcgiinnorttu",196
"proscribing","bcgiinoprrs",196
"Vicksburg","bcgikrsuv",196
"bishoprics","bchiioprss",196
"bucktooth","bchkoottu",196
"lunchbox","bchlnoux",196
"schoolboy","bchlooosy",196
"blowtorch","bchloortw",196
"publicists","bciilpsstu",196
"publicity","bciilptuy",196
"contribution","bciinnoorttu",196
"buckskin","bcikknsu",196
"Brunswick","bciknrsuw",196
"publicly","bcillpuy",196
"contributors","bcinoorrsttu",196
"obstructions","bcinoorssttu",196
"cookbook","bckkoooo",196
"bullocks","bckllosu",196
"sunblocks","bcklnossu",196
"dumbfounded","bdddefmnouu",196
"disbelieved","bddeeeiilsv",196
"bedevilled","bddeeeillv",196
"dismembered","bddeeeimmrs",196
"overburdened","bddeeenorruv",196
"redistributed","bddeeiirrsttu",196
"middlebrow","bddeilmorw",196
"bulldozed","bddellouz",196
"undoubtedly","bddelnotuuy",196
"blindfolds","bddfillnos",196
"bloodhounds","bddhlnooosu",196
"elderberries","bdeeeeilrrrs",196
"interbreeding","bdeeegiinnrrt",196
"disbelieves","bdeeeiilssv",196
"embroideries","bdeeeiimorrs",196
"extendible","bdeeeilntx",196
"wildebeests","bdeeeilsstw",196
"tumbleweed","bdeeelmtuw",196
"refurbished","bdeefhirrsu",196
"butterflied","bdeefilrttu",196
"bedfellow","bdeefllow",196
"flowerbeds","bdeeflorsw",196
"indigestible","bdeegiiilnst",196
"bewildering","bdeegiilnrw",196
"embroidering","bdeegiimnorr",196
"emboldening","bdeegilmnno",196
"redistributes","bdeeiirrssttu",196
"potbellied","bdeeillopt",196
"disembowel","bdeeilmosw",196
"blueprinted","bdeeilnprtu",196
"disbursement","bdeeimnrsstu",196
"tinderboxes","bdeeinorstx",196
"overbooked","bdeekooorv",196
"underbelly","bdeellnruy",196
"dissembling","bdegiilmnss",196
"bridgework","bdegikorrw",196
"brotherhood","bdehhooorrt",196
"hybridize","bdehiiryz",196
"buttonholed","bdehlnoottu",196
"thunderbolt","bdehlnorttu",196
"indivisible","bdeiiiilnsv",196
"distributive","bdeiiirsttuv",196
"mobilized","bdeiilmoz",196
"motorbiked","bdeikmoort",196
"Oldsmobile","bdeillmoos",196
"spellbinds","bdeillnpss",196
"spellbound","bdellnopsu",196
"bulldozer","bdelloruz",196
"bulldozes","bdellosuz",196
"tumbledown","bdelmnotuw",196
"billfolds","bdfilllos",196
"bulldogging","bdgggillnou",196
"boondoggling","bdgggilnnooo",196
"subsidizing","bdgiiinssuz",196
"blindingly","bdgiillnny",196
"outbuildings","bdgiilnostuu",196
"distributions","bdiiinorssttu",196
"subdivisions","bdiiinosssuv",196
"Bollywood","bdllooowy",196
"buzzword","bdoruwzz",196
"beekeepers","beeeeekprs",196
"beekeeping","beeeegiknp",196
"belligerent","beeegillnrt",196
"remembering","beeegimmnrr",196
"Bethlehem","beeehhlmt",196
"nonbeliever","beeeilnnorv",196
"unbelievers","beeeilnrsuv",196
"bittersweets","beeeirsstttw",196
"Jezebels","beeejlsz",196
"bestsellers","beeellrssst",196
"ennoblement","beeelmnnnot",196
"Bonhoeffer","beeffhnoor",196
"bluefishes","beefhilssu",196
"refurbishes","beefhirrssu",196
"flexible","beefillx",196
"butterflies","beefilrsttu",196
"Ghibelline","beeghiilln",196
"ineligibles","beegiiillns",196
"globetrotter","beegloorrttt",196
"Berkshires","beehikrrss",196
"embellish","beehillms",196
"housebroke","beehkoorsu",196
"humbleness","beehlmnssu",196
"hyperbole","beehlopry",196
"stepbrother","beehoprrstt",196
