"","Word","Changed"
"10070","acclaim","AACCILM"
"10151","accumulations","AACCILMNOSTUU"
"10150","accumulation","AACCILMNOTUU"
"10073","acclaims","AACCILMS"
"17303","canonical","AACCILNNO"
"46742","occupational","AACCILNOOPTU"
"46724","occasional","AACCILNOOS"
"10145","acculturation","AACCILNORTTUU"
"64618","syntactical","AACCILNSTTY"
"11973","apocalyptic","AACCILOPPTY"
"17367","capaciously","AACCILOPSUY"
"10234","acoustical","AACCILOSTU"
"51312","practicals","AACCILPRST"
"51308","practical","AACCILPRT"
"64729","tactical","AACCILTT"
"17814","catalytic","AACCILTTY"
"10098","accompanists","AACCIMNOPSST"
"10097","accompanist","AACCIMNOPST"
"17495","carcinoma","AACCIMNOR"
"17496","carcinomas","AACCIMNORS"
"10161","accusations","AACCINOSSTU"
"17833","catatonics","AACCINOSTT"
"10160","accusation","AACCINOSTU"
"17832","catatonic","AACCINOTT"
"17432","captaincy","AACCINPTY"
"420","Antarctic","AACCINRTT"
"11772","antarctic","AACCINRTT"
"17372","capacitors","AACCIOPRST"
"17371","capacitor","AACCIOPRT"
"17366","capacious","AACCIOPSU"
"12353","aristocracy","AACCIORRSTY"
"13073","autocratic","AACCIORTTU"
"17373","capacity","AACCIPTY"
"57488","sarcastic","AACCIRSST"
"62266","staccati","AACCISTT"
"17564","carjack","AACCJKR"
"17570","carjacks","AACCJKRS"
"21212","contractually","AACCLLNORTTUY"
"17044","calculators","AACCLLORSTU"
"17043","calculator","AACCLLORTU"
"17841","catcalls","AACCLLST"
"17838","catcall","AACCLLT"
"10153","accumulator","AACCLMORTUU"
"17789","cataclysms","AACCLMSSTY"
"17787","cataclysm","AACCLMSTY"
"1503","Caloocan","AACCLNOO"
"21211","contractual","AACCLNORTTU"
"28","Acapulco","AACCLOPU"
"10140","accruals","AACCLRSU"
"10139","accrual","AACCLRU"
"17457","caracul","AACCLRU"
"1482","Calcutta","AACCLTTU"
"10099","accompany","AACCMNOPY"
"17216","cancan","AACCNN"
"10126","accountants","AACCNNOSTTU"
"10125","accountant","AACCNNOTTU"
"17217","cancans","AACCNNS"
"57166","sacrosanct","AACCNORSST"
"69454","vacancy","AACCNVY"
"16935","cacao","AACCO"
"10164","accusatory","AACCORSTUY"
"13071","autocracy","AACCORTUY"
"2238","Curacao","AACCORU"
"16936","cacaos","AACCOS"
"62268","staccatos","AACCOSSTT"
"62267","staccato","AACCOSTT"
"30","Accra","AACCR"
"17489","carcass","AACCRSS"
"1694","Caucasus","AACCSSUU"
"10443","adjudicated","AACDDDEIJTU"
"23391","decaffeinated","AACDDEEEFFINT"
"23630","deescalated","AACDDEEELST"
"23541","decontaminated","AACDDEEIMNNOTT"
"23407","decapitated","AACDDEEIPTT"
"28475","eradicated","AACDDEEIRT"
"23243","deactivated","AACDDEEITTV"
"17051","calendared","AACDDEELNR"
"23959","demarcated","AACDDEEMRT"
"34614","handcrafted","AACDDEFHNRT"
"34628","handicapped","AACDDEHINPP"
"25169","disassociated","AACDDEIIOSSST"
"10444","adjudicates","AACDDEIJSTU"
"10442","adjudicate","AACDDEIJTU"
"57729","scandalized","AACDDEILNSZ"
"53134","quadruplicated","AACDDEILPQRTUU"
"17238","candidates","AACDDEINST"
"17237","candidate","AACDDEINT"
"40479","landscaped","AACDDELNPS"
"50269","placarded","AACDDELPR"
"17286","cannonaded","AACDDENNNO"
"10584","advanced","AACDDENV"
"10651","advocated","AACDDEOTV"
"10445","adjudicating","AACDDGIIJNTU"
"10446","adjudication","AACDDIIJNOTU"
"10448","adjudicators","AACDDIJORSTU"
"10447","adjudicator","AACDDIJORTU"
"63","Adirondack","AACDDIKNOR"
"64","Adirondacks","AACDDIKNORS"
"5430","MacDonald","AACDDLMNO"
"26067","docudramas","AACDDMORSU"
"26066","docudrama","AACDDMORU"
"23392","decaffeinates","AACDEEEFFINST"
"23390","decaffeinate","AACDEEEFFINT"
"7922","Scheherazade","AACDEEEHHRSZ"
"23631","deescalates","AACDEEELSST"
"23629","deescalate","AACDEEELST"
"23393","decaffeinating","AACDEEFFGIINNT"
"16990","caffeinated","AACDEEFFINT"
"59001","shamefaced","AACDEEFHMS"
"63012","straightjacketed","AACDEEGHIJKRSTTT"
"23632","deescalating","AACDEEGILNST"
"68214","undercarriages","AACDEEGINRRRSU"
"68213","undercarriage","AACDEEGINRRRU"
"51631","prepackaged","AACDEEGKPPR"
"55345","repackaged","AACDEEGKPR"
"57756","scapegoated","AACDEEGOPST"
"35007","headache","AACDEEHH"
"35008","headaches","AACDEEHHS"
"35447","hexadecimal","AACDEEHILMX"
"67976","unauthenticated","AACDEEHINNTTTUU"
"13040","authenticated","AACDEEHINTTTU"
"23444","decentralization","AACDEEIILNNORTTZ"
"307","Americanized","AACDEEIIMNRZ"
"37325","inadequacies","AACDEEIINQSU"
"63028","straitjacketed","AACDEEIJKRSTTT"
"54142","recapitulated","AACDEEILPRTTU"
"23494","declarative","AACDEEILRTV"
"23542","decontaminates","AACDEEIMNNOSTT"
"23540","decontaminate","AACDEEIMNNOTT"
"27556","emancipated","AACDEEIMNPT"
"10017","academies","AACDEEIMS"
"27541","emaciated","AACDEEIMT"
"54954","reincarnated","AACDEEINNRRT"
"67960","unappreciated","AACDEEINPPRTU"
"12541","ascertained","AACDEEINRST"
"12123","appreciated","AACDEEIPPRT"
"51827","prevaricated","AACDEEIPRRTV"
"23408","decapitates","AACDEEIPSTT"
"23406","decapitate","AACDEEIPTT"
"28476","eradicates","AACDEEIRST"
"28474","eradicate","AACDEEIRT"
"53910","reactivated","AACDEEIRTTV"
"23244","deactivates","AACDEEISTTV"
"23242","deactivate","AACDEEITTV"
"27339","ejaculated","AACDEEJLTU"
"61447","spacewalked","AACDEEKLPSW"
"66812","transcendentally","AACDEELLNNNRSTTY"
"53974","reallocated","AACDEELLORT"
"27563","emasculated","AACDEELMSTU"
"66811","transcendental","AACDEELNNNRSTT"
"27826","encapsulated","AACDEELNPSTU"
"40295","lacerated","AACDEELRT"
"17888","caterwauled","AACDEELRTUW"
"28547","escalated","AACDEELST"
"10586","advancements","AACDEEMNNSTV"
"10585","advancement","AACDEEMNNTV"
"23960","demarcates","AACDEEMRST"
"23958","demarcate","AACDEEMRT"
"42198","macerated","AACDEEMRT"
"12892","attendances","AACDEENNSTT"
"12891","attendance","AACDEENNTT"
"28554","escapade","AACDEEPS"
"28555","escapades","AACDEEPSS"
"28716","evacuated","AACDEETUV"
"28888","excavated","AACDEETVX"
"29562","facade","AACDEF"
"17175","camouflaged","AACDEFGLMOU"
"29584","facilitated","AACDEFIILTT"
"29833","fascinated","AACDEFINST"
"42675","manufactured","AACDEFMNRTUU"
"29563","facades","AACDEFS"
"48991","pedagogical","AACDEGGILOP"
"24011","demographically","AACDEGHILLMOPRY"
"23543","decontaminating","AACDEGIIMNNNOTT"
"23409","decapitating","AACDEGIINPTT"
"28477","eradicating","AACDEGIINRT"
"23245","deactivating","AACDEGIINTTV"
"17052","calendaring","AACDEGILNNR"
"17180","campaigned","AACDEGIMNP"
"23961","demarcating","AACDEGIMNRT"
"17754","castigated","AACDEGISTT"
"48063","packaged","AACDEGKP"
"57732","scandalmonger","AACDEGLMNNORS"
"57733","scandalmongers","AACDEGLMNNORSS"
"20786","congratulated","AACDEGLNORTTU"
"68050","uncatalogued","AACDEGLNOTUU"
"3572","Graceland","AACDEGLNR"
"17798","cataloged","AACDEGLOT"
"17804","catalogued","AACDEGLOTU"
"19564","coagulated","AACDEGLOTU"
"63749","sugarcoated","AACDEGORSTU"
"34538","hallucinated","AACDEHILLNTU"
"27847","enchilada","AACDEHILN"
"27848","enchiladas","AACDEHILNS"
"34413","hacienda","AACDEHIN"
"34629","handicapper","AACDEHINPPR"
"34630","handicappers","AACDEHINPPRS"
"34414","haciendas","AACDEHINS"
"18214","chainsawed","AACDEHINSW"
"1743","Chaldean","AACDEHLN"
"52679","psychoanalyzed","AACDEHLNOPSYYZ"
"17899","cathedrals","AACDEHLRST"
"17898","cathedral","AACDEHLRT"
"365","Andromache","AACDEHMNOR"
"26437","drachmae","AACDEHMR"
"67971","unattached","AACDEHNTTU"
"12151","approached","AACDEHOPPR"
"48387","parachuted","AACDEHPRTU"
"18360","charade","AACDEHR"
"18361","charades","AACDEHRS"
"12868","attached","AACDEHTT"
"36692","idealistically","AACDEIIILLLSTY"
"49026","pediatricians","AACDEIIINPRST"
"49025","pediatrician","AACDEIIINPRT"
"24756","diametrically","AACDEIILLMRTY"
"24755","diametrical","AACDEIILMRT"
"69517","valedictorians","AACDEIILNORSTV"
"69516","valedictorian","AACDEIILNORTV"
"48633","particularized","AACDEIILPRRTUZ"
"17394","capitalized","AACDEIILPTZ"
"23544","decontamination","AACDEIIMNNNOOTT"
"24001","democratization","AACDEIIMNOORTTZ"
"67957","unanticipated","AACDEIINNPTTU"
"23411","decapitations","AACDEIINOPSTT"
"23410","decapitation","AACDEIINOPTT"
"28478","eradication","AACDEIINORT"
"11832","anticipated","AACDEIINPTT"
"53495","radioactive","AACDEIIORTV"
"25170","disassociates","AACDEIIOSSSST"
"25168","disassociate","AACDEIIOSSST"
"48617","participated","AACDEIIPPRTT"
"49325","pericardia","AACDEIIPRR"
"10425","adjectivally","AACDEIJLLTVY"
"10424","adjectival","AACDEIJLTV"
"23042","dalliance","AACDEILLN"
"27219","educationally","AACDEILLNOTUY"
"49004","pedantically","AACDEILLNPTY"
"23043","dalliances","AACDEILLNS"
"24739","dialectal","AACDEILLT"
"69476","vacillated","AACDEILLTV"
"43311","melodramatic","AACDEILMMORT"
"24023","demoniacal","AACDEILMNO"
"23490","declamations","AACDEILMNOST"
"23489","declamation","AACDEILMNOT"
"17131","calumniated","AACDEILMNTU"
"43009","matriculated","AACDEILMRTTU"
"1487","Caledonia","AACDEILNO"
"23493","declarations","AACDEILNORST"
"23492","declaration","AACDEILNORT"
"27218","educational","AACDEILNOTU"
"57730","scandalizes","AACDEILNSSZ"
"57728","scandalize","AACDEILNSZ"
"53135","quadruplicates","AACDEILPQRSTUU"
"53133","quadruplicate","AACDEILPQRTUU"
"17401","capitulated","AACDEILPTTU"
"12486","articulated","AACDEILRTTU"
"10315","actualized","AACDEILTUZ"
"68130","uncontaminated","AACDEIMNNNOTTU"
"5439","Macedonian","AACDEIMNNO"
"5440","Macedonians","AACDEIMNNOS"
"21114","contaminated","AACDEIMNNOTT"
"5438","Macedonia","AACDEIMNO"
"10678","aerodynamics","AACDEIMNORSY"
"23962","demarcation","AACDEIMNORT"
"10676","aerodynamic","AACDEIMNORY"
"10505","admittance","AACDEIMNTT"
"48439","paramedic","AACDEIMPR"
"48442","paramedics","AACDEIMPRS"
"8403","Steadicam","AACDEIMST"
"42941","masticated","AACDEIMSTT"
"67939","unacquainted","AACDEINNQTUU"
"37393","incarnated","AACDEINNRT"
"52072","procrastinated","AACDEINOPRRSTT"
"17375","caparisoned","AACDEINOPRS"
"2717","Ecuadorians","AACDEINORSU"
"2716","Ecuadorian","AACDEINORU"
"12965","audaciousness","AACDEINOSSSUU"
"69462","vacationed","AACDEINOTV"
"13172","avoidance","AACDEINOV"
"17433","captained","AACDEINPT"
"10240","acquainted","AACDEINQTU"
"37326","inadequacy","AACDEINQUY"
"53478","radiance","AACDEINR"
"12722","associated","AACDEIOSST"
"17442","captivated","AACDEIPTTV"
"17694","caryatides","AACDEIRSTY"
"10293","activated","AACDEITTV"
"10423","adjacently","AACDEJLNTY"
"10422","adjacent","AACDEJNT"
"64950","tarmacked","AACDEKMRT"
"48259","pancaked","AACDEKNP"
"53698","ransacked","AACDEKNRS"
"12873","attacked","AACDEKTT"
"11155","allocated","AACDELLOT"
"42516","manacled","AACDELMN"
"68220","underclassman","AACDELMNNRSSU"
"23491","declamatory","AACDELMORTY"
"11586","anecdotal","AACDELNOT"
"40480","landscaper","AACDELNPRS"
"40481","landscapers","AACDELNPRSS"
"40478","landscape","AACDELNPS"
"40482","landscapes","AACDELNPSS"
"17050","calendar","AACDELNR"
"17053","calendars","AACDELNRS"
"57416","sandcastles","AACDELNSSST"
"57415","sandcastle","AACDELNSST"
"57136","sacerdotal","AACDELORST"
"17703","caseload","AACDELOS"
"17704","caseloads","AACDELOSS"
"50273","placated","AACDELPT"
"17822","catapulted","AACDELPTTU"
"50421","playacted","AACDELPTY"
"40324","lactated","AACDELTT"
"17816","catalyzed","AACDELTYZ"
"5744","MasterCard","AACDEMRRST"
"42900","massacred","AACDEMRSS"
"10018","academy","AACDEMY"
"17285","cannonade","AACDENNNO"
"17287","cannonades","AACDENNNOS"
"12528","ascendants","AACDENNSST"
"12527","ascendant","AACDENNST"
"2715","Ecuadorans","AACDENORSU"
"2714","Ecuadoran","AACDENORU"
"11585","anecdota","AACDENOT"
"17911","catnapped","AACDENPPT"
"1589","Cardenas","AACDENRS"
"66799","transacted","AACDENRSTT"
"17354","canvassed","AACDENSSV"
"10587","advances","AACDENSV"
"17350","canvased","AACDENSV"
"16966","cadenzas","AACDENSZ"
"10583","advance","AACDENV"
"16965","cadenza","AACDENZ"
"13165","avocadoes","AACDEOOSV"
"16955","cadaverous","AACDEORSUV"
"10652","advocates","AACDEOSTV"
"10650","advocate","AACDEOTV"
"10404","adequacy","AACDEQUY"
"12247","arcade","AACDER"
"12248","arcades","AACDERS"
"17771","castrated","AACDERSTT"
"16956","cadavers","AACDERSV"
"12930","attracted","AACDERTTT"
"16954","cadaver","AACDERV"
"10323","actuated","AACDETTU"
"69458","vacated","AACDETV"
"34615","handcrafting","AACDFGHINNRT"
"34634","handicrafts","AACDFHINRST"
"34633","handicraft","AACDFHINRT"
"34616","handcrafts","AACDFHNRST"
"34613","handcraft","AACDFHNRT"
"25714","disqualifications","AACDFIIIILNOQSSTU"
"25713","disqualification","AACDFIIIILNOQSTU"
"25751","dissatisfaction","AACDFIIINOSSSTT"
"10756","aficionado","AACDFIINOO"
"10757","aficionados","AACDFIINOOS"
"5826","McFarland","AACDFLMNR"
"1752","Chandigarh","AACDGHHINR"
"34631","handicapping","AACDGHIINNPP"
"24725","diagnosticians","AACDGIIINNOSST"
"24724","diagnostician","AACDGIIINNOST"
"25171","disassociating","AACDGIIINOSSST"
"57731","scandalizing","AACDGIILNNSZ"
"53136","quadruplicating","AACDGIILNPQRTUU"
"26129","dogmatically","AACDGILLMOTY"
"40483","landscaping","AACDGILNNPS"
"50270","placarding","AACDGILNPR"
"17507","cardiogram","AACDGIMORR"
"17508","cardiograms","AACDGIMORRS"
"17288","cannonading","AACDGINNNNO"
"10588","advancing","AACDGINNV"
"10653","advocating","AACDGINOTV"
"17502","cardigan","AACDGINR"
"17503","cardigans","AACDGINRS"
"22986","dacha","AACDH"
"11962","aphrodisiac","AACDHIIOPRS"
"11963","aphrodisiacs","AACDHIIOPRSS"
"36515","hydraulically","AACDHILLLRUYY"
"26438","drachmai","AACDHIMR"
"53112","quadraphonic","AACDHINOPQRU"
"34627","handicap","AACDHINP"
"34632","handicaps","AACDHINPS"
"12222","arachnid","AACDHINR"
"12223","arachnids","AACDHINRS"
"34778","hardtack","AACDHKRT"
"26436","drachma","AACDHMR"
"26439","drachmas","AACDHMRS"
"1771","Chardonnay","AACDHNNORY"
"1755","Chandra","AACDHNR"
"34609","handcar","AACDHNR"
"34610","handcars","AACDHNRS"
"34612","handcarts","AACDHNRST"
"34611","handcart","AACDHNRT"
"17515","cardsharp","AACDHPRRS"
"17516","cardsharps","AACDHPRRSS"
"22987","dachas","AACDHS"
"2269","Dachau","AACDHU"
"25219","disciplinarian","AACDIIIILNNPRS"
"25220","disciplinarians","AACDIIIILNNPRSS"
"36729","idiomatically","AACDIIILLMOTY"
"53496","radioactivity","AACDIIIORTTVY"
"25042","diplomatically","AACDIILLLMOPTY"
"57185","sadistically","AACDIILLSSTY"
"5985","Miaplacidus","AACDIILMPSU"
"53490","radicalism","AACDIILMRS"
"24809","dictatorial","AACDIILORTT"
"25051","dipsomaniac","AACDIIMNOPS"
"25052","dipsomaniacs","AACDIIMNOPSS"
"74","Adriatic","AACDIIRT"
"26962","dynamically","AACDILLMNYY"
"61524","spasmodically","AACDILLMOPSSY"
"57499","sardonically","AACDILLNORSY"
"61955","sporadically","AACDILLOPRSY"
"26502","drastically","AACDILLRSTY"
"53491","radically","AACDILLRY"
"17512","cardiopulmonary","AACDILMNOOPRRUY"
"26961","dynamical","AACDILMNY"
"17504","cardinal","AACDILNR"
"17505","cardinals","AACDILNRS"
"12964","audaciously","AACDILOSUUY"
"72386","zodiacal","AACDILOZ"
"53489","radical","AACDILR"
"53492","radicals","AACDILRS"
"1943","Claudia","AACDILU"
"26484","dramatics","AACDIMRST"
"26482","dramatic","AACDIMRT"
"2613","Draconian","AACDINNOR"
"26440","draconian","AACDINNOR"
"11761","antacids","AACDINST"
"11760","antacid","AACDINT"
"12963","audacious","AACDIOSUU"
"53113","quadratic","AACDIQRTU"
"17695","caryatids","AACDIRSTY"
"17693","caryatid","AACDIRTY"
"12966","audacity","AACDITUY"
"39287","jackdaws","AACDJKSW"
"39286","jackdaw","AACDJKW"
"4348","Jacquard","AACDJQRU"
"646","Auckland","AACDKLNU"
"6816","Packard","AACDKPR"
"57735","scandalously","AACDLLNOSSUY"
"57734","scandalous","AACDLNOSSU"
"57727","scandal","AACDLNS"
"57736","scandals","AACDLNSS"
"50268","placard","AACDLPR"
"50271","placards","AACDLPRS"
"2614","Dracula","AACDLRU"
"17935","caudal","AACDLU"
"5804","McAdam","AACDMM"
"20064","commandants","AACDMMNNOST"
"20063","commandant","AACDMMNNOT"
"42238","madcap","AACDMP"
"42239","madcaps","AACDMPS"
"2292","Damascus","AACDMSSU"
"17211","canard","AACDNR"
"17212","canards","AACDNRS"
"13166","avocados","AACDOOSV"
"13164","avocado","AACDOOV"
"1826","Chesapeake","AACEEEHKPS"
"48926","peacemaker","AACEEEKMPR"
"48927","peacemakers","AACEEEKMPRS"
"10703","affectionately","AACEEFFILNOTTY"
"10702","affectionate","AACEEFFINOTT"
"44147","misfeasance","AACEEFIMNSS"
"16989","cafeterias","AACEEFIRST"
"16988","cafeteria","AACEEFIRT"
"48169","paleface","AACEEFLP"
"48170","palefaces","AACEEFLPS"
"10776","aftercare","AACEEFRRT"
"32779","genealogical","AACEEGGILLNO"
"12289","archipelagoes","AACEEGHILOPRS"
"18990","cinematographers","AACEEGHIMNOPRRST"
"18989","cinematographer","AACEEGHIMNOPRRT"
"1773","Charlemagne","AACEEGHLMNR"
"1666","Castlereagh","AACEEGHLRST"
"46757","oceanographer","AACEEGHNOOPRR"
"46758","oceanographers","AACEEGHNOOPRRS"
"32646","gatecrashers","AACEEGHRRSST"
"32645","gatecrasher","AACEEGHRRST"
"11117","allegiance","AACEEGILLN"
"11118","allegiances","AACEEGILLNS"
"28735","evangelicals","AACEEGILLNSV"
"28734","evangelical","AACEEGILLNV"
"51630","prepackage","AACEEGKPPR"
"51632","prepackages","AACEEGKPPRS"
"55344","repackage","AACEEGKPR"
"55346","repackages","AACEEGKPRS"
"19284","cleavages","AACEEGLSV"
"19283","cleavage","AACEEGLV"
"10266","acreage","AACEEGR"
"10267","acreages","AACEEGRS"
"35099","heartaches","AACEEHHRST"
"35098","heartache","AACEEHHRT"
"65244","telepathically","AACEEHILLLPTTY"
"48509","parenthetically","AACEEHILLNPRTTY"
"65643","therapeutically","AACEEHILLPRTTUY"
"10688","aesthetically","AACEEHILLSTTY"
"48508","parenthetical","AACEEHILNPRTT"
"10181","acetaminophen","AACEEHIMNNOPT"
"11493","anaesthetics","AACEEHINSSTT"
"11492","anaesthetic","AACEEHINSTT"
"13041","authenticates","AACEEHINSTTTU"
"13039","authenticate","AACEEHINTTTU"
"12002","apothecaries","AACEEHIOPRST"
"18477","cheapskates","AACEEHKPSST"
"18476","cheapskate","AACEEHKPST"
"34726","happenstances","AACEEHNNPPSST"
"34725","happenstance","AACEEHNNPPST"
"26997","earache","AACEEHR"
"26998","earaches","AACEEHRS"
"66675","tracheae","AACEEHRT"
"12129","appreciatively","AACEEIILPPRTVY"
"308","Americanizes","AACEEIIMNRSZ"
"306","Americanize","AACEEIIMNRZ"
"53906","reactionaries","AACEEIINORRST"
"67961","unappreciative","AACEEIINPPRTUV"
"12128","appreciative","AACEEIIPPRTV"
"20244","compartmentalize","AACEEILMMNOPRTTZ"
"36896","immaculateness","AACEEILMMNSSTU"
"54384","recreational","AACEEILNORRT"
"12488","articulateness","AACEEILNRSSTTU"
"54143","recapitulates","AACEEILPRSTTU"
"54141","recapitulate","AACEEILPRTTU"
"58377","secretarial","AACEEILRRST"
"42395","maintenance","AACEEIMNNNT"
"27557","emancipates","AACEEIMNPST"
"27555","emancipate","AACEEIMNPT"
"27542","emaciates","AACEEIMST"
"27540","emaciate","AACEEIMT"
"18092","centenarians","AACEEINNNRST"
"18091","centenarian","AACEEINNNRT"
"66933","transparencies","AACEEINNPRRSST"
"54955","reincarnates","AACEEINNRRST"
"54953","reincarnate","AACEEINNRRT"
"7460","Renaissance","AACEEINNRSS"
"55249","renaissance","AACEEINNRSS"
"7461","Renaissances","AACEEINNRSSS"
"55250","renaissances","AACEEINNRSSS"
"12936","attractiveness","AACEEINRSSTTTV"
"12124","appreciates","AACEEIPPRST"
"12122","appreciate","AACEEIPPRT"
"51828","prevaricates","AACEEIPRRSTV"
"51826","prevaricate","AACEEIPRRTV"
"58379","secretariats","AACEEIRRSSTT"
"7998","Secretariat","AACEEIRRSTT"
"58378","secretariat","AACEEIRRSTT"
"53911","reactivates","AACEEIRSTTV"
"53909","reactivate","AACEEIRTTV"
"27340","ejaculates","AACEEJLSTU"
"27338","ejaculate","AACEEJLTU"
"42779","marketplaces","AACEEKLMPRST"
"42778","marketplace","AACEEKLMPRT"
"48041","pacemaker","AACEEKMPR"
"48042","pacemakers","AACEEKMPRS"
"17323","cantankerousness","AACEEKNNNORSSSTU"
"17545","caretakers","AACEEKRRST"
"17544","caretaker","AACEEKRRT"
"53975","reallocates","AACEELLORST"
"53973","reallocate","AACEELLORT"
"27564","emasculates","AACEELMSSTU"
"27562","emasculate","AACEELMSTU"
"27827","encapsulates","AACEELNPSSTU"
"27825","encapsulate","AACEELNPSTU"
"50285","placentae","AACEELNPT"
"12078","applesauce","AACEELPPSU"
"6868","Paraclete","AACEELPRT"
"40296","lacerates","AACEELRST"
"40294","lacerate","AACEELRT"
"28548","escalates","AACEELSST"
"28546","escalate","AACEELST"
"17169","camerawomen","AACEEMMNORW"
"17166","cameramen","AACEEMMNR"
"6316","Mycenaean","AACEEMNNY"
"42199","macerates","AACEEMRST"
"42197","macerate","AACEEMRT"
"12179","appurtenances","AACEENNPPRSTU"
"12178","appurtenance","AACEENNPPRTU"
"48264","pancreases","AACEENPRSS"
"54071","reassurances","AACEENRRSSSU"
"54070","reassurance","AACEENRRSSU"
"1732","Cesarean","AACEENRS"
"18180","cesarean","AACEENRS"
"18181","cesareans","AACEENRSS"
"10683","aerospace","AACEEOPRS"
"58322","seascape","AACEEPSS"
"58323","seascapes","AACEEPSSS"
"16986","caesurae","AACEERSU"
"10183","acetates","AACEESTT"
"28717","evacuates","AACEESTUV"
"28889","excavates","AACEESTVX"
"10182","acetate","AACEETT"
"28715","evacuate","AACEETUV"
"28887","excavate","AACEETVX"
"10698","affectations","AACEFFINOSTT"
"10697","affectation","AACEFFINOTT"
"17176","camouflages","AACEFGLMOSU"
"17174","camouflage","AACEFGLMOU"
"31743","fragrance","AACEFGNRR"
"31744","fragrances","AACEFGNRRS"
"29585","facilitates","AACEFIILSTT"
"29583","facilitate","AACEFIILTT"
"29692","fallacies","AACEFILLS"
"29803","farinaceous","AACEFINORSU"
"29834","fascinates","AACEFINSST"
"29832","fascinate","AACEFINST"
"29626","faecal","AACEFL"
"42438","malefactors","AACEFLMORST"
"42437","malefactor","AACEFLMORT"
"42677","manufacturers","AACEFMNRRSTUU"
"42676","manufacturer","AACEFMNRRTUU"
"42678","manufactures","AACEFMNRSTUU"
"42674","manufacture","AACEFMNRTUU"
"17458","carafe","AACEFR"
"17548","carfare","AACEFRR"
"70744","watercraft","AACEFRRTTW"
"17459","carafes","AACEFRS"
"31722","fracases","AACEFRSS"
"12468","artefacts","AACEFRSTT"
"12467","artefact","AACEFRTT"
"32889","geographically","AACEGGHILLOPRY"
"32888","geographical","AACEGGHILOPR"
"51633","prepackaging","AACEGGIKNPPR"
"55347","repackaging","AACEGGIKNPR"
"20797","congregational","AACEGGILNNOORT"
"8691","Tegucigalpa","AACEGGILPTU"
"57757","scapegoating","AACEGGINOPST"
"13042","authenticating","AACEGHIINNTTTU"
"63013","straightjackets","AACEGHIJKRSSTTT"
"63011","straightjacket","AACEGHIJKRSTTT"
"49752","phlegmatically","AACEGHILLLMPTY"
"41059","lethargically","AACEGHILLLRTY"
"17092","calligrapher","AACEGHILLPRR"
"17093","calligraphers","AACEGHILLPRRS"
"12254","archaeologists","AACEGHILOORSST"
"12253","archaeologist","AACEGHILOORST"
"12288","archipelago","AACEGHILOPR"
"12290","archipelagos","AACEGHILOPRS"
"18991","cinematography","AACEGHIMNOPRTY"
"4645","Kanchenjunga","AACEGHJKNNNU"
"12260","archangel","AACEGHLNR"
"12261","archangels","AACEGHLNRS"
"12255","archaeology","AACEGHLOORY"
"18267","champagne","AACEGHMNP"
"18268","champagnes","AACEGHMNPS"
"46760","oceanography","AACEGHNOOPRY"
"348","Anchorage","AACEGHNOR"
"11554","anchorage","AACEGHNOR"
"11555","anchorages","AACEGHNORS"
"17669","cartographers","AACEGHOPRRRST"
"17668","cartographer","AACEGHOPRRRT"
"57495","sarcophaguses","AACEGHOPRSSSU"
"1640","Carthage","AACEGHRT"
"309","Americanizing","AACEGIIIMNNRZ"
"63029","straitjacketing","AACEGIIJKNRSTTT"
"28058","enigmatically","AACEGIILLMNTY"
"42456","malignancies","AACEGIILMNNS"
"54144","recapitulating","AACEGIILNPRTTU"
"28369","epigrammatic","AACEGIIMMPRT"
"27558","emancipating","AACEGIIMNNPT"
"27543","emaciating","AACEGIIMNT"
"44070","miscarriage","AACEGIIMRRS"
"44071","miscarriages","AACEGIIMRRSS"
"54956","reincarnating","AACEGIINNNRRT"
"12542","ascertaining","AACEGIINNRST"
"17872","categorizations","AACEGIINOORSTTZ"
"17871","categorization","AACEGIINOORTTZ"
"12125","appreciating","AACEGIINPPRT"
"51829","prevaricating","AACEGIINPRRTV"
"53912","reactivating","AACEGIINRTTV"
"27341","ejaculating","AACEGIJLNTU"
"61448","spacewalking","AACEGIKLNPSW"
"11121","allegorically","AACEGILLLLORY"
"43535","metallurgical","AACEGILLLMRTU"
"11613","angelically","AACEGILLLNY"
"11979","apologetically","AACEGILLLOOPTY"
"11120","allegorical","AACEGILLLOR"
"5479","Magellanic","AACEGILLMN"
"42293","magnetically","AACEGILLMNTY"
"53976","reallocating","AACEGILLNORT"
"63065","strategically","AACEGILLRSTTY"
"27565","emasculating","AACEGILMNSTU"
"373","Angelica","AACEGILN"
"27828","encapsulating","AACEGILNNPSTU"
"40297","lacerating","AACEGILNRT"
"17889","caterwauling","AACEGILNRTUW"
"11504","analgesic","AACEGILNS"
"11505","analgesics","AACEGILNSS"
"28549","escalating","AACEGILNST"
"48462","paraplegic","AACEGILPPR"
"48463","paraplegics","AACEGILPPRS"
"3574","Graciela","AACEGILR"
"17665","cartilages","AACEGILRST"
"17664","cartilage","AACEGILRT"
"7425","Reaganomics","AACEGIMNORS"
"17181","campaigner","AACEGIMNPR"
"17182","campaigners","AACEGIMNPRS"
"42200","macerating","AACEGIMNRT"
"46778","octogenarians","AACEGINNOORST"
"46777","octogenarian","AACEGINNOORT"
"28718","evacuating","AACEGINTUV"
"28890","excavating","AACEGINTVX"
"17640","carriage","AACEGIRR"
"17641","carriages","AACEGIRRS"
"69949","vicarages","AACEGIRSV"
